type,text
"Joke","A man is driving on a city bus with a newspaper on his knee. From time to time, he rips a piece off, ripping that piece into smaller ones and throwing them out the window. A passenger standing near him asks:-Excuse me, why are you throwing pieces of paper out the window?-I 'm chasing away the elephants-Chasing elephants? There aren 't elephants in the city.-Well that means it's working!"
"Joke","One day a man came home from work and he was greeted by his wife. She told that she has good news and that she had bad news. He said ""Well, give me the good news first."" She said ""The good news is that the air bag works."""
"Joke","PISTON BROKE One late evening, a redneck named Leroy came out of the local pub a little drunk. He got into his pickup truck and started driving home. He was on a lonely stretch of road when all of a sudden a piston blew right through the engine hood. Leroy gets out of his pickup, angry as 'hell' and kicks the door real hard and starts walking down the lonely road. About 20 minutes later, a pickup truck with a bunch of fellow rednecks riding in the back of the truck came along and stopped. One of the fella's called out, ""Hey what's the matter Leroy?"" Leroy answers, ""Piston-broke!"" The same fella calls back, ""Ya, we're pissn'd broke too. Get in the truck!"""
"Joke","A guy went on a date with a girl and it went so well that they ended up back at HER place.They went up stairs and they started having sex,after giving it to her 5 times the guy's bellend was red raw so when she was sleeping he went downstairs to find some vaseline but couldn't find any.Then he saw a glass of milk sitting on the table so he dunked his bellend and the rest of his bollocks in the glass,the girl came downstairs behind him, saw him dunk his balls in the milk and said "" oh, so that's how you refill it """
"Joke","Three guys get to heaven,Bob, Larry and Bill, and before they enter St. Peter warns them ""whatever you do don't ever, ever, step on a duck. Once one quacks, they all do, and they make a terrible racket"". Bob enters heaven and immediately steps on a duck. So an angel comes up to him and chains a large hairy ugly woman to him for eternity, and says "" I told you not to step on a duck"". The next week Larry steps on a duck. An angel comes to him and chains a very ugly woman to him for eternity and says ""I told you not to step on a duck"". Bill hadn't stepped on a duck since he had gotten into heaven, then one day an angel comes up to him and chains a beutiful supermodel to him. He asked her why she was there and she turned to him and said, "" I don't know what you did, but I stepped on a duck."""
"Joke","A young man joins the Air Force. He writes his father, saying that he is really frightened about the upcoming parachute exercises. A few months later he gets leave and goes home. His father asks, ""So, how did the parachute jump go, son?"" Son replies, ""Well, Dad, it came time for me to jump and I froze at the door. My drill sergeant comes up behind me. He is a really big tough guy. He said to me that I had to either jump out of the plane or he was going to ""do me"" with his 12-incher!""Father says, ""Well, Son, did you jump?"" ""Just a little at first"" said the son."
"Joke","why does sour cream have an expiry date?"
"Joke","At the police station, Bubba explained to the police officer why his cousins shot him. ""Well,"" Bubba began, ""We wuz havin' a good time drinking, when my cousin Ray picked up his shotgun and said, 'Hey, der ya fellows wanna go hunting?'"" ""And then what happened?"" the officer interrupted. ""From what I remember,"" Bubba said, ""I stood up and said, 'Sure, I'm game.'"""
"Joke","A young man was showing off his new sports car to his girlfriend. She was thrilled with the speed. ""If I do 150mph will you take off your clothes?"" he asked. ""Yes"" said the girl.When he got to 150mph, she peeled off her clothes. The boyfriend couldn't keep his eyes on the road,and soon went off into the woods, crashing the car. She was flung clear of the wreckage, but he was stuckbetween the steering wheel and the seat.""Go and get help"" he cried""But I can't, I'm naked and my clothes are gone"" said the girl.""Take my shoe and cover your fanny Go quickly""She came up on a service station and said to the bloke behind the counter ""Quick help me, my boyfriend's stuck"" The bloke looked at the shoe and said ""There's nothing I can do lady, he's in way too far"""
"Joke","All the good knights were leaving for the Crusades. One knight told his best friend "" My bride is without doubt one of the most beautiful women in the world. It would be a terrible waste if no man could have her. Therefore, as my best and most trusted friend, I am leaving you the key to her chastity belt to use should I not return from the Crusade.""The company of knights were only a mile or so out of town when they noticed a cloud of dust approaching. Thinking it might be an important message from the town the column halted. A horseman approached. It was the knight's best friend. He said "" Hey, you gave me the wrong key!!"""
"Joke","A seven year old boy goes to the hospital with his grandmother to visit his grandfather. When they arrive there he runs ahead of his granny and bursts into his grandpa's room. ""Grandpa, as soon as Grandma comes into the room, make a noise like a frog,"" he shouted. ""What for?"" asked his grandpa. ""Grandma said that as soon as you croaked, we're going to Disneyland"""
"Joke","Is your devotion to your cat and ""cat things"" in the training stage, at a moderate level, or extreme? Or are you an all out shameless ""cat-a-holic?"" Let's just see how you rate as a ""cat person,"" shall we? See how many of these can you give an HONEST ""yes"" answer to:"
"Joke","A woman was distraught at the fact that she had not had a date or any sex in quite some time. She was afraid she might have something wrong with her, so she decided to seek the medical expertise of the well known Chinese sex therapist, Dr. Chang. Upon entering the examination room, Dr. Chang said, ""OK, take off all your crose."" The woman did as she was told. ""Now, get down and craw reery, reery fass to odderside of room."" Again, the woman did as she was instructed. Dr. Chang then said, ""OK, now craw reery, reery fass back to me..."" As she did, Dr. Chang shook his head slowly. ""Your probrem velly bad. You haf Ed Zachary Disease. Worse case I ever see. Dat why you not haf sex or dates."" The woman asked anxiously, ""Oh my God, Dr. Chang, what is Ed Zachary Disease?"" Dr. Chang sighed deeply and eplied: ""Ed Zachary Disease is when your face look Ed Zachary like your butt."""
"Joke","A professor giving a talk to a multinational audience tells a joke about the Germans. Someone at the back of the hall jumps up and protests angrily: ""I'm German!"" ""OK"", says the speaker ""I'll say it again - slowly""."
"Joke","A housewife, an accountant and a lawyer were asked ""How much is 2+2?""The housewife replies: ""Four!"".The accountant says: ""I think it's either 3 or 4. Let me run those figures through my spreadsheet one more time.""The lawyer pulls the drapes, dims the lights and asks in a hushed voice, ""How much do you want it to be?"
"Joke","Your mouth is getting too big for your muzzle."
"Joke","What's a man's idea of foreplay? A half hour of begging"
"Joke","Q: How many people from New Jersey does it take to change a light bulb? A: Three. One to change the light bulb, one to be a witness, and the third to shoot the witness."
"Joke","A man joining a monestary was told he was to take a vow of silence and was only to be allowed to speak two words every five years.After the first five years had passed he walked into the chambers of the head Monk and said ""Bed Hard"", then turned and walked out. After the next five years passed he returned to the chambers of the head Monk and said "" Food Cold "", then turned and walked out. After the next five years had passd he once again entered the chambers of the head Monk and said ""I Quit"". The head Monk looked at him and replied. ""Well, that doesn't surprise me one bit, you've done nothing but complain since you got here"""
"Joke","""I caught a 250-pound marlin the other day!""""That's nothing. I was fishing the other day and hooked a lamp from an old Spanish ship. In fact, the light was still lit!""""If you bow out the light, I'll take 200 pounds off the marlin. """
"Joke","There were these three texans and they were gonna go to mexico to get drunk. Well they go there get drunk and pass out they wake up the next morning in jail. They ask the gaurds what they are in for. The gaurd says the only thing he knows is that they were to be executed for their crimes. Well the day comes and the first guy gets strapped to the electric chair. The gaurd asks if he has any last words. The guy says "" I'm from Baylor University and I beleive in the almighty power of god to prevail on the innocent."" The gaurd flips the switch and nothing happens so they let him go. The next guy gets strapped in and the gaurd asks for his last words. He says "" I'm from texas Tech and I beleive in the almighty power of justice to prevail on the innocent."" The gaurd flips the switch and nothing happens so they let him go. The next guy is brought in and he says "" I'm a Texas Aggee eeletrical eengineer and I tell you you'll never eelectrocute noone if you don't connect those two wires."""
"Joke","One day Tarzan comes home to the treehouse and says ""Jane.. give me a double Matini"". Jane says ""What is wrong with you -- you don't drink alcohol!"" Tarzan says ""It's a jungle out there!""""When I'm out of red, I use blue."" - Pablo Picasso"
"Joke","A farmer had three very beautiful daughters. One friday they all had dates, as they do every friday. Well the very protective farmer was sitting in the living room watching television that friday when the doorbell rang. He opened the door to see a man which was clearly one of the girls dates. Well the man says ""My name's Sam and im here for Pam and we're going to go jam"". So the father okays everything and calls his daughter down. the couple leaves. Ten minutes later the doorbell rings and there is another man. He says ""My name's Freddy and im here for betty and we're going to go eat some spaghetti"". Once again the farmer okays everything and they go along on their merry way. Ten minutes later the door belll rings again and the farmer opens the door.The Farmer says you must be here for Cindy. The man at the door says ""Yes actually, my name's Chuck and were going to go-"" The farmer shot him."
"Joke","Q: How many public utility workers does it take to screw in a light bulb?\r A: 10. One to hold the bulb, 6 to rotate the ladder, and 3 to supervise."
"Joke","A newlywed couple were spending their honeymoon in a remote log cabin resort way up the mountains of Scotland. They had registered on Saturday and they had not been seen for 5 days. An elderly couple ran the resort, and they were getting concerned about the welfare of these newlyweds. The old man decided to go and see if they were all right. He knocked on the door of the cabin and a weak voice from inside answered. The old man asked if they were OK. ""Yes, we're fine. We're living on the fruits of love"". The old man replied, ""I thought so ... would you mind not throwing the peelings out the window ... they're choking my ducks!"""
"Joke","Q: What does Tiger woods have better than Princess Diana?A: A driver"
"Joke","Q: How many cops does it take to screw in a light bulb? A: None. It turned itself in."
"Joke","An avid golfer dies and goes to heaven. He is met by St. Peter who tells him, ""Welcome to Heaven. I know you will be pleased to know that this is the best golf course in the universe!"" The man's eyes turn cloudy. St. Peter says, ""And the weather here is always good."" A tear begins to form in the man's eye. St. Peter says, ""And there is never any lines of people when you want to golf."" A tear starts dropping from the man's other eye. St. Peter hurriedly says, ""And your drives go at least 50 yards further up here."" The man is now sniffling. St. Peter then says, ""And you will never have more than two puts on any of the greens."" The man is now sobbing uncontrollably. St. Peter asks, ""Hey, what is the matter with you? I thought you would be overjoyed. Why the tears?"" The man answers, ""If my wife hadn't fed me all of that healthy food, I would have been here five years earlier!""."
"Joke","Q: How do you get the blonde to turn on the light after sex?A: tell her to open the car doorQ:what did the blondes' left leg say to the right leg?A: Nobody knows, they've never met"
"Joke","Q: How many presidential candidates does it take to change a light bulb? A: Fewer and fewer all the time."
"Joke","Yo mamma so old she knew burger king when he was still a prince."
"Joke","Why are they called apartments if they are joined together? An archaeologist is a best husband a woman can get. As older she grows, the more interested he is in her. A fine is a tax for doing wrong. A tax is a fine for doing well. If moths are attracted to bright lights, how come they sleep during the day? I love being married. It's so great to find that special person you want to annoy for the rest of your life. Anyone who thinks he is too small to make a difference has never been in bed with a mosquito. I wear my wife's glasses because she wants me to see things her way. Laugh and the world laughs with you. Cry and the world laughs louder."
"Joke","Three blondes walk into a forest and soon find a pair of tracks.The first blonde says: ""I think they're deer tracks.""The second blonde says: ""No, I think they're bear tracks.""The third blonde says: ""You're both wrong! They're bird tracks!""Then they get hit by a train."
"Joke","A man sent his clothing out to the local laundry. When it came back there were still stains on his underwear. The next week he enclosed a note saying, ""Use more soap on underwear."" This went on for several weeks, with the underwear returning stained, and the man sending the note, ""Use more soap on underwear."" Finally the laundry came back with a note from the laundry man: ""Use more paper on rear."""
"Joke","A senior citizen's group chartered a bus from Brooklyn to Atlantic City. As they entered New Jersey, an elderly woman came up to the driver and said ""I've been molested!"" The driver thought she was just being delusional, and told her to go sit back down. 10 minutes later, another old woman came forward and claimed SHE'D been molested. The driver thought he had a bus load of wackos - who'd molest them? 10 minutes later, a third came up and said she'd been molested too. The driver decided he'd had enough, and pulled into the rest stop. When he stood up, he saw an old man on his hands and knees in the aisle. ""Hey gramps, what are you doing down there?"" ""I lost my toupee. Three times I thought I found it, but when I grabbed it, it ran away..."""
"Joke","A woman went to a tattoo parlor. The artist was curious at her unsual request: A turkey on one leg and a ham on the other. The woman looked at the artist and said""My husband complains there is nothing good to eat between Thanksgiving and Christmas!"""
"Joke","A little boy and his dad were walking down the street whan they saw two dogs having sex. The little boy asks his father: ""Daddy, what are they doing?"" The father says: ""They are Making a puppy"". So they walk on and go home.A few days later, the little boy walks in on his parents having sex. The little boy says: ""Daddy, what are you doing?"" The father replies: ""Making a baby"". The little boy says: ""Well, flip her around! I'd rather have a puppy instead!"""
"Joke","Two friends, a blonde and a redhead, are walking down the street and pass a flower shop where the redhead saw her boyfriend buying flowers. Redhead sighed and said, ""Oh, crap, my boyfriend is buying me flowers again."" The blonde looked quizzically at her and said, ""You don't like getting flowers from your boyfriend?"" The redhead said, ""I love getting flowers, but he always has expectations after giving me flowers, and I just don't feel like spending the next three days on my back with my legs in the air."" The blonde says, ""Don't you have a vase?"""
"Joke","A party of Democrats was climbing in the Alps . After several hours they became hopelessly lost. One of them studied the map for some time, turning it up and down, sighting on distant landmarks, consulting his compass, and finally the sun. Finally he said, ' OK see that big mountain over there?' 'Yes', answered the others eagerly. 'Well, according to the map, we're standing on top of it.'"
"Joke","A kindergarten teacher was observing her classroom of children while they drew. She would occasionally walk around to see each child's artwork. As she got to one little girl who was working diligently, she asked what the drawing was. The girl replied, ""I'm drawing God."" The teacher paused and said, ""but no one knows what God looks like."" Without missing a beat, or looking up from her drawing the girl replied, ""They will in a minute."""
"Joke","Yo mama so stupid she tried to jump out the basement window.Yo mama so fat she got hit by a parked car.Yo mama so fat when she stands on the curb in her yellow raincoat people yell out ""TAXI""."
"Joke","What is the speed of dark?"
"Joke","Q: How many mathematicians does it take to screw in a light bulb? A: None. It's left to the reader as an exercise. A: One. He gives it to six Californians, thereby reducing the problem to an earlier joke. A: One. He gives it to five Oregonians, thereby reducing the problem to an earlier joke. A: In an earlier article, zeus!bobr writes:"
"Joke","There are two guys that are trying to get a quick 18 holes, but there are 2 terrible lady golfers in front of them hitting the ball everywhere but where it's supposed to go. The first guy says: ""Why don't you go over and ask if we can play through?""The second guy gets about halfway there and comes back. The first guy asks what's wrong?He says: ""One of them is my wife, and the other one is my mistress.""The first guy says: ""That could be a problem. I'll go over."" He gets about half way there and comes back.The second guy asks what's wrong?The first guy answers: ""Small world!"""
"Joke","A boy and his date were parked on a back road some distance from town, doing what boys and girls do on back roads some distance from town. Abruptly, the girl stopped the boy dead in his tracks. ""I really should have mentioned this earlier, but I'm actually a hooker and I charge $20 for sex."" The boy reluctantly paid her, and they did their thing. After the obligatory cigarette, the boy sat in the driver's seat, staring out the window. ""Why aren't we going anywhere?"" asked the girl. ""Well, I should have mentioned this before, but I'm actually a taxi driver, and the fare back to town is $25."""
"Joke","Three couples went in to see the minister to see how to become members of his church. The minister said that they would have to go without sex for two weeks and then come back and tell him how it went. The first couple was retired, the second couple was middle aged and the final couple was newlywed. Two weeks went by, and the couples returned to the minister. The retired couple said it was no problem at all. The middle-aged couple said it was tough for the first week, but after that, it was no problem. The newlyweds said it was fine until she dropped the can of paint. ''Can of PAINT!'' exclaimed the minister. ''Yeah,'' said the newlywed man. ''She dropped the can and when she bent over to pick it up I had to have her right there and then. Lust took over.'' The minister just shook his head and said that they were not welcome in the church.''That's okay,'' said the man. ''We're not welcome in Home Depot either.''"
"Joke","An investment counselor went out on her own. She was shrewd and diligent, so business kept coming in, and pretty soon she realized she needed an in-house counsel, so she began interviewing young lawyers. 'As I'm sure you can understand,' she started off with one of the first applicants, 'in a business like this, our personal integrity must be beyond question.' She leaned forward. 'Mr. Peterson, are you an *honest* lawyer?' 'Honest?' replied the job prospect. 'Let me tell you something about honesty. Why, I'm so honest that my father lent me fifteen thousand dollars for my education and I paid back every penny the minute I tried my very first case.' 'Impressive..... And what sort of case was that?' The lawyer squirmed in his seat and admitted, 'He sued me for the money.'"
"Joke","A couple are coming back from their holidays and they're trying to work out how they're going to smuggle the Skunk they picked up for a very reasonable price at Skunks-R-Us through Customs. The husband suddenly comes up with an idea. He turns to his wife and says ""Put it down the front of your knickers"".The wife looks shocked and asks ""What about the smell?""""Well,"" exclaimes the husband ""If it dies, it dies!"""
"Joke","In days of old, when knights were bold, this particular knight was leaving for a crusade and called one of his squires, ""I'm leaving for the crusade. Here is the key to my wife's chastity belt. If, in 10 years, I haven't returned, you may use the key as I'm sure she will have needs"". The knight sets out on the dusty road, armored from head to toe. He takes one last look at his castle and sees the squire rushing across the drawbridge, yelling, ""Stop! Stop! Thank goodness I was able to catch you. This is the wrong key""."
"Joke","One day Jane met Tarzan in the jungle. She was very attracted to him and during her questions about his life, she asked him how he managed for sex. ""What's that?"" he asked. She explained to him what sex was and he said, ""Oh, Tarzan use hole in trunk of tree. ""Horrified, she said, ""Tarzan, you have it all wrong! I will show you how to do it properly."" She took off her clothes, laid down on the ground, and spread her legs. ""Here,"" she said, pointing, ""You must put it in here."" Tarzan removed his loincloth, stepped closer, and then gave her an almighty kick in the crotch. Jane screamed and rolled around in agony for several minutes. Eventually, she managed to gasp, ""What the hell did you do that for?"" ""Tarzan always check for bees."""
"Joke","A man was walking down the street when he noticed his grandpa sitting on the porch, in the rocking chair, with nothing on from the waist down. ""Grandpa, what are you doing?"" he exclaimed. The old man looked off in the distance and did not answer him. ""Grandpa, what are you doing sitting out here with nothing on below the waist?"" he asked again. The old man looked at him and said, ""Well, last week I sat out here with no shirt on, and I got a stiff neck. This was your Grandma's idea!"""
"Joke","Three old ladies were discussing the problems of getting older.One said, ""Sometimes I catch myself with a jar of mayonniaise in my hand, in front of the refrigerator, and can't remember whether I need to put it away, or start making a sandwich.""The second lady chimed in ""Yes, sometimes I find myself standing on the stairs and can't remember whether I was on my way up or on my way down.""The third responded, ""Well, I'm glad I don't have that problem;knock on wood.""As she rapped her knuckles on the table...she said, ""That must be the door, I'll get it."""
"Joke","How do you sink a polish ship??? Put it in water"
"Joke","A guy was on trial for murder and if convicted, would get the electric chair. His brother found out that a red neck was on the jury and figured he would be the one to bribe. He told the red neck that he would be paid $10,000 if he could convince the rest of the jury to reduce the charge to manslaughter. The jury was out an entire week and returned with a verdict of manslaughter. After the trial, the brother went to the red neck's house, told him what a great job he had done and paid him the $10,000. The red neck replied that it wasn't easy to convince the rest of the jury to change the charge to manslaughter. They all wanted to let him go."
"Joke","A woman gets home, schreeches her car into the driveway, runs into the house, slams the door and shouts at the top of her lungs, ""Honey, pack your bags. I won the damn lottery!"" The husband says, ""Ohmigod! What should I pack, beach stuff or mountain stuff?"" The wife yells back, ""I couldn't care less... just get the hell out!"""
"Joke","Her husband had passed on and the new widow was so distraught that she sought out a spiritualist who told her that her husband was just fine.She added further that he was eagerly awaiting a reunion with her.""Is there anything he needs ?"" the distraught woman asked,between tears.The spiritualist went into a transient state, then replied,""He says he'd love a package of cigarettes.""""I'll send a carton immediately."" the woman said joyfully.""But did he say where I should send them ?""""No."" replied the Seer somberly. ""But he didn't ask for matches."""
"Joke","Q: How many 'Real Women' does it take to change a light bulb? A: None: A 'Real Woman' would have plenty of real men around to do it."
"Joke","Here is an explanation of the school homework policy:"
"Joke","Two military policemen were chasing a fleeing draftee from The military base. The draftee ran into the courtyard of a convent. He saw a nun seated on a round bench beneath a tree, quietly reading a book. He said to her, ""Quick sister, please hide me I don't want to be drafted and the M.P.'s are chasing me!"" She lifted up her skirt and said, ""Quick hide under here."" The two policemen came by and asked if she had seen anyone. She replied, ""No."" After they left she told the young boy to come out and that everything was going to be OK. He thanked her and said, ""You have a nice set of legs for a nun!"" She replied, ""If you reach up a little farther you'll find a nice set of balls too. I'm not going to be drafted either!"""
"Joke","""Daddy, where did I come from?"" the seven-year-old asked. It was a moment for which her parents had carefully prepared. They took her into the living room, got out the encyclopedia and several other books, and explained all they thought she should know about sexual attraction, affection, love, and reproductions. Then they both sat back and smiled contentedly. ""Does that answer your question?"" her father asked. ""Not really,"" the little girl said. ""Marcia said she came from Newcastle. I want to know where I came from."""
"Joke","Yo Mama So Hairy, when she shaves she uses a lawnmower."
"Joke","A new preacher told his wife he was going to preach on water skiing,she said you can't preach on water skiing. if you do i am not going, so she stayed home in the house behind the church as the preacher listened to the singing and got ready to preach and thought I don't know anything about water skiing I will preach on sex,after church a deacon walked by the house and told the preachers wife it sure was a good sermon.and the preachers wife said am really surprised he only tried it twice and fell off both times."
"Joke","An application was for employment A program was a TV show A cursor used profanity A keyboard was a piano! Memory was something that you lost with age A CD was a bank account And if you had a 3 1/2 inch floppy You hoped nobody found out! Compress was something you did to garbage Not something you did to a file And if you unzipped anything in public You'd be in jail for a while! Log on was adding wood to a fire Hard drive was a long trip on the road A mouse pad was where a mouse lived And a backup happened to your commode! Cut - you did with a pocket knife Paste you did with glue A web was a spider's home And a virus was the flu! I guess I'll stick to my pad and paper And the memory in my head I hear nobody's been killed in a computer crash But when it happens they wish they were dead!"
"Joke","Your mama so fat that she's the big rolling ball on Indiana Jones"
"Joke","In the days of old sailing ships the captain of the Seahawk went out on deck to get some fresh air, when from above a cry came down from the crow's nest: ""Enemy ship off the port bow!"" The captain said to the ensign standing next to him, ""Get me my red shirt. "" A battle ensued and the Seahawk prevailed. Two weeks later the captain was again on deck when another cry came from the crow's nest, ""Two enemy ships off the starboard bow!"" The captain again says to the ensign, ""Get me my red shirt. "" After the battle was won the ensign asked the captain why he tells him to get his red shirt. The captain said that if he is wounded and the blood begins to flow the crew will not see that he was injured and keep on fighting. The crew overheard this and was proud to have such a brave captain leading them. A week later another cry came from the crow's nest, ""TEN enemy ships approaching!"" The captain said to his ensign, ""Get me my brown pants!"""
"Joke","At age 4, success is..................not peeing in your pants. At age 12, success is..................having friends. At age 20, success is..................having sex. At age 35, success is..................making money. At age 70, success is..................having sex. At age 80, success is..................having friends. At age 90, success is..................not peeing your pants."
"Joke","A san diego patrolman pulled over a driver and told him that because he was wearing his seat belt, he had just won $5000 in a safety competition. ""what are you going to do with the money? ""the officer asked.""i guess i""ll go to driving school and get my license, "" the man answered.""don't listen to him,"" said the woman in the passanger seat. ""he's a smart alect when he is drunk.""This woke up the man in the back seat, who saw the cop and said, ""i knew we wouldn't get far in a stolen car.""Then there was a knock from the trunk, and a voice asked in spanish, ""are we over the border yet?"""
"Joke","A couple had been married for 50 years. They were sitting at the breakfast table one morning when the wife says, ""Just think, fifty years ago we were sitting here at this breakfast table together."" ""I know,"" the old man said, ""We were probably sitting here naked as jaybirds fifty years ago."" ""Well,"" Granny snickered, ""Let's relive some old times."" Whereupon the two stripped to the buff and sat down at the table. ""You know, honey,"" the little old lady breathlessly replied, ""My nipples are as hot for you today as they were fifty years ago."" ""I wouldn't be surprised,"" replied Gramps. ""One's in your coffee and the other is in your porridge."""
"Joke","The young reporter covering Isreali politics took an apartment within sight of the Wailing Wall. Each day she would watch the faithful pray.One rabbi in particular stood out, so fervent were his prayers.One evening she approached him;""Rabbi, I'm a reporter from America, from my window, each day, I see you pray in the morning and evening at this wall faithfully and with great zeal. How long have you been doing this?""""I pray at the wall, twice a day for 30 years."" was the reply.""Tell me Rabbi, what is it that you pray for?""""I pray at the wall for peace. Peace of mind, peace among nations, peace among families, peace among friends, peace among all people. Each day, twice a day, I come to the wall and I pray."" ""Tell me Rabbi, when you pray, are your prayers answered?""What are you kidding? It's like talking to a wall!"""
"Joke","what is the difference between a mexican and a pizza?a pizza can serve a family of four"
"Joke","Q: How many libertarians does it take to change a light bulb? A: Libertarians never change light bulbs, because someone might enter the room who wants to sit in the dark."
"Joke","A Blonde was down on her luck. In order to raise some money, she decided to kidnap a kid and hold him for ransom. She went to the playground, grabbed a kid, took him behind a tree, and told him, ""I`ve kidnapped you."" She then wrote a note saying, ""I`ve kidnapped your kid. Tomorrow morning, put $10,000 in a paper bag and put it under the pecan tree next to the slide on the north side of the playground. Signed, Blonde."" The Blonde then taped the note to the kid`s shirt and sent him home to show it to his parents. The next morning the blonde checked, and sure enough, a paper bag was sitting beneath the pecan tree. The blonde opened the bag and found the $10,000 with a note that said, ""How could you do this to a fellow Blonde?"""
"Joke","Q: How many lawyers does it take to change a light bulb? A: How many can you afford? A: It only takes one to change your bulb...to his. A: Lawyers don't change bulbs. Now if you're looking for someone to really screw a bulb..."
"Joke","Sheri, the pert and pretty nurse took her troubles to a resident psychiatrist in the hospital where she worked. ""Doctor, you must help me,"" she pleaded. ""It's gotten so that every time I date one of the young doctors here, I end up dating him. And then afterward, I feel guilty and depressed for a week."" ""I see,"" nodded the psychiatrist. ""And you, no doubt, want me to strengthen your will power and resolve in this matter."" ""NO!!!"" exclaimed the nurse. ""I want you to fix it so I won't feel guilty and depressed afterward!"""
"Joke","I hope you never get a tetanus shot; maybe you'll windup with lockjaw."
"Joke","yo mama so bald i can see what she thinkin"
"Joke","1. The water proof towel2. Solar powered flash light3. Sumberrine screen door4. A book on how to read5. Inflatable dart board6. A dictionary index7. Ejector seat in a helicopter8. Powdered water9. Pedel powered wheel chair10. Water proof tea bags"
"Joke","Yo mama is so ugly that she stuck her head out the window,and got arrested for disturbing the peace."
"Joke","A doctor and a lawyer were talking at a party. Their conversation was constantly interrupted by people describing their ailments and asking the doctor for free medical advice. After an hour of this, the exasperated doctor asked the lawyer, ""What do you do to stop people from asking you for legal advice when you're out of the office?""""I give it to them,"" replied the lawyer, ""and then I send them a bill.""The doctor was shocked, but agreed to give it a try. The next day, still feeling slightly guilty, the doctor prepared the bills. When he went to place them in his mailbox, he found a bill from the lawyer."
"Joke","A man was driving down the road with twenty penguins in the back seat. The police stop him and say that he can't drive around with the penguins in the car and should take them to the zoo. The man agrees and drives off. The next day the same man is driving down the road with twenty penguins in the back and again. He is stopped by the same police officer who says, ""Hey! I though I told you to take those to the zoo."" The man replies ""I did. Today I'm taking them to the movies."""
"Joke","Your mama went to a Hotel and asked for a water bed,And they put a blanket over the ocean"
"Joke","A married couple is sleeping when the phone rings at 3 a.m. The wife picks up the phone and, after a few seconds, replies,""How am I supposed to know? We're 200 miles inland!""and hangs up. Her husband rolls over and asks,""Sweetheart, who was that?"" ""I don't know,some idiot asking if the coast is clear."""
"Joke","A bus stops and two Italian men get on. They sit down and engage in ananimated conversation. The lady sitting behind them ignores them atfirst, but her attention is galvanized when she hears one ofthe men say the following: ""Emma come first. Den I come. Den two asses come together. I comeonce-a-more. Two asses, they come together again. I come again and peetwice. Then I come one lasta time."" ""You foul mouthed swine,"" retorted the lady indignantly. ""In this country we don't talk about our sex lives in public!"" ""Hey, coola down lady,"" said the man. ""Who talkin' abouta sexa? I'm just tellin' my frienda how to spella 'Mississippi'."""
"Joke","If you love something, set it free. If it comes back, it was and always will be yours. If it never returns, it was never yours to begin with. If, however, it just sits in your living room, messes up your stuff, eats your food, uses your telephone, takes your money, and never appears to have noticed that you actually set it free in the first place, You either married it or gave birth to it!"
"Joke","A guy goes into a costume shop. He says, ""I'm going to a Halloween party, and I want to go as Adam."" The girl brings out a fig leaf. But he says, ""Not big enough!"" So she brings out a bigger one. ""Still not big enough!"" So she brings out a HUGE fig leaf. ""Still not big enough!"" he proudly tells her. So she says, ""Listen, Ace, why don't you just throw it over your shoulder and go as a gasoline pump?"""
"Joke","A couple made a deal that who ever died first would come back and inform the other of the after life. The woman's biggest fear was that there was no heaven. After a long life the husband was the first to go and true to his word he made contact. ""Mary... Mary.... "" ""Is that you Fred?"" ""Yes, I have come back like we agreed."" ""What is it like?"" ""Well, I get up in the morning, I have sex, I have breakfast, I have sex, I bathe in the sun, then I have sex-twice, I have lunch, then sex pretty much all afternoon - supper - then sex till late at night, sleep, then start all over again."" ""Oh Fred you surely must be in heaven."" * ""Hell no, I'm a rabbit in Kansas."""
"Joke","11 people were clinging precariously to a wildly swinging rope suspended from a crumbling outcropping on Mount Everest.Ten were blonde, one was a brunette.As a group they decided that one of the party should let go. If that didn't happen the rope would break and everyone would perish.For an agonizing few moments no one volunteered. Finally the brunette gave a truly touching speech saying she would sacrifice herself to save the lives of the others.The blondes applauded."
"Joke","An old farmer was hauling a load of manure when he was stopped by a state trooper. ""You were speeding,"" the cop said. ""I'm going to have to give you a ticket."" ""Yep,"" the farmer said as he watched the trooper shoo away several flies. ""These flies sure are terrible,"" the trooper complained. ""Yep,"" the farmer said. ""Them are circle flies."" ""What's a circle fly?"" ""Them flies that circle a horse's tail,"" answered the farmer. ""Them are circle flies."" ""You wouldn't be calling me a horse's rear, would you?"" the trooper angrily asked. ""Nope, I didn't,"" the farmer replied. ""But you just can't fool them flies."""
"Joke","Ya mama so stupid, when she read on her job application not to write on botted line below she put ""O.K"""
"Joke","Q: How many aides does it take to change President Reagan's light bulb? A: None, they like to keep him in the dark."
"Joke","My appetite is my shepherd, I always want. It maketh me sit down and stuff myself. It leadeth me to my refrigerator repeatedly Sometimes during the night. It leadeth me in the path of Burger King for a Whopper. It destroyeth my shape. Yea, though I knoweth I gaineth, I will not stop eating, For the food tasteth so good. The ice cream and the cookies, they comfort me. When the table is spread before me, it exciteth me. For I knoweth that I sooneth shall dig in. As I filleth my plate continuously. My clothes runneth smaller. Surely bulges and pudgies shall follow me All the days of my life And I shall be ""pleasingly plump"" forever."
